Số/ký hiệu,Ngày ban hành,Trích yếu,Cơ quan ban hành,Đính kèm
5431/UBND-DL1,13/08/2021,V/v xét nghiệm sàng lọc đối với mọi người có biểu hiện dịch tễ liên quan đến COVID - 19,UBND tỉnh Quảng Ninh,
5418/UBND-QLDD2,13/08/2021,"V/v Rà soát, nâng cao chất lượng trách nhiệm công tác tham mưu, đề xuất giải quyết vướng mắc về chính sách bồi thường, GPMB trên địa bàn tỉnh Quảng Ninh",UBND tỉnh Quảng Ninh,
161-BC/ĐU,13/08/2021,"Báo cáo kết quả công tác tháng 08, nhiệm vụ trọng tâm công tác tháng 09 năm 2021",Phường Trưng Vương Thành Phố Uông Bí,
2262/UBND- TCNV,12/08/2021,"Về việc tham gia dự thảo Thông tư hướng dẫn vị trí việc làm, lãnh đạo, quản lý và chức danh nghề nghiệp chuyên ngành, cơ cấu viên chức theo chức danh nghề nghiệp... ngành TNMT",UBND Huyện Vân Đồn,
2924/QĐ- UBND,12/08/2021,Về việc phê duyệt dự toán và bổ sung kinh phí mua sắm trang thiết bị dạy và học cho trường Tiểu học Thị trấn Cái Rồng của Phòng Giáo dục và Đào tạo,UBND Huyện Vân Đồn,
2923/QĐ- UBND,12/08/2021,"Về việc phê duyệt điều chỉnh dự toán kinh phí mua sắm trang thiết bị vật tư, sinh phẩm y tế phục vụ công tác xét nghiệm Covid- 19 và tiêm vắc xin diện rộng của huyện Vân Đồn",UBND Huyện Vân Đồn,
2933/QĐ- UBND,12/08/2021,Phê duyệt danh sách trường hợp áp dụng biện pháp cách ly y tế,UBND Huyện Vân Đồn,
2936/QĐ- UBND,12/08/2021,Về việc xếp sinh hoạt phí đối với Phó Chủ tịch Hội người mù huyện Vân Đồn,UBND Huyện Vân Đồn,
2935/QĐ- UBND,12/08/2021,Về việc xếp sinh hoạt phí đối với Chủ tịch Hội người mù huyện Vân Đồn,HĐND Huyện Vân Đồn,
2934/QĐ- UBND,12/08/2021,Về việc xếp sinh hoạt phí đối với Người giúp việc Hội người mù huyện Vân Đồn nhiệm kỳ 2021 - 2026,HĐND Huyện Vân Đồn,
2267/QĐ- UBND,12/08/2021,Về việc số lượng người làm việc tại Hội người mù huyện Vân Đồn,UBND Huyện Vân Đồn,
2268/UBND- KTHT,12/08/2021,"Về việc rà soát, báo cáo tình hình thực hiện thủ tục hành chính ngành xây dựng trong lĩnh vực tín ngưỡng tôn giáo",UBND Huyện Vân Đồn,
307/TB- UBND,12/08/2021,Ý kiến chỉ đạo của đồng chí Nguyễn Đức Minh - Phó chủ tịch UBND huyện tại cuộc họp ngày 12/8/2021 về rà soát tiến độ lập bản đồ ranh giới giao khu vực biển,UBND Huyện Vân Đồn,
5395/UBND-NLN3,12/08/2021,"V/v Chủ động biện pháp phòng chống mưa ,lũ to gây ngập lụt, lũ ống, lũ quét, sạt lở trên địa bàn tỉnh",UBND tỉnh Quảng Ninh,
5386/UBND-MT,12/08/2021,"Rà soát, bố trí địa điểm xử lý khi xuất hiện tình huống có người tử vong do nhiễm/ nghi nhiễm COVID - 19 trên đia bàn tỉnh",UBND tỉnh Quảng Ninh,
1957/UBND,12/08/2021,"Về việc thực hiện công tác phòng, chống dịch bệnh covid-19",UBND Thành phố Uông Bí,
1948/UBND,12/08/2021,Về việc tham gia ý kiến vào các bản dự thảo,UBND Thành phố Uông Bí,
481/BC- UBND,12/08/2021,Bổ sung cụm Công nghiệp Vân Đồn tại thôn Tràng Hương xã Đoàn Kết huyện Vân Đồn vào Quy hoạch,UBND Huyện Vân Đồn,
4060/QĐ- UBND,12/08/2021,Thành lập Ban chỉ đạo các cơ sở cách ly y tế tập trung huyện Vân Đồn để phòng chống dịch Covid- 19 trên địa bàn huyện Vân Đồn,UBND Huyện Vân Đồn,
4062/QĐ- UBND,12/08/2021,Về việc tặng giấy khen cho các tập thể có thành tích xuất sắc trong hoạt động Công đoàn năm học 2020 - 2021,UBND Huyện Vân Đồn,
4063/QĐ- UBND,12/08/2021,Về việc tặng giấy khen cho cá nhân thuộc Trung tâm Giáo dục nghề nghiệp và Giáo dục thường xuyên huyện Vân Đồn năm học 2020 - 2021,UBND Huyện Vân Đồn,
4064/QĐ- UBND,12/08/2021,Về việc tặng danh hiệu Chiến sĩ thi đua cơ sở cho cá nhân thuộc Trung tâm Giáo dục Nghề nghiệp - Giáo dục thường xuyên huyện Vân Đồn năm học 2020 - 2021,UBND Huyện Vân Đồn,
4065/QĐ- UBND,12/08/2021,Về việc tặng danh hiệu Lao động tiên tiến cho các cá nhân thuộc Trung tâm Giáo dục Nghề nghiệp - Giáo dục thường xuyên huyện Vân Đồn năm học 2020 - 2021,UBND Huyện Vân Đồn,
2692/QĐ-UBND,12/08/2021,"V,v Công bố danh mục thủ tục hành chính mới ban hành thuộc thẩm quyền giải quyết của Sở Du lịch",UBND tỉnh Quảng Ninh,
2683/QĐ-UBND,12/08/2021,"V,v Khen thưởng các tập thể, cá nhân thuộc ngành Giáo dục và đào tạo huyện Vân Đồn có thành tích xuất sắc trong công tác và phong trào thi đua năm 2020 - 2021",UBND tỉnh Quảng Ninh,
5411/UBND-VX5,12/08/2021,"V/v báo cáo danh sách cán bộ y tế sẵn sàng tham gia phòng, chống dịch",UBND tỉnh Quảng Ninh,
5381/UBND-GD,12/08/2021,"V/v Tuyển sinh lớp 6, lớp 10 các trường phổ thông DTNT trên địa bàn tỉnh năm học 2021 - 2022",UBND tỉnh Quảng Ninh,
5398/UBND-TM1,12/08/2021,"V.v Đảm bảo công tác dự trữ, cung ứng lương thực, thực phẩm, nhu yếu phẩm, hàng hóa thiết yếu tại các huyện, thị xã, thành phố trong trường hợp giãn cách xã hội 1 tháng trên địa bàn tỉnh",UBND tỉnh Quảng Ninh,
65 -TB/ĐU,12/08/2021,Thông báo về việc ủy quyền điều hành công việc của Đảng bộ và UBND phường Trưng Vương,Phường Trưng Vương Thành Phố Uông Bí,
2657/QĐ-UBND,11/08/2021,Vlv Thành lập đoàn kiểm tra công tác đảm bảo cơ sở cách ly phục vụ công tác phòng chống dịch COVID - 19 tại các địa phương,UBND tỉnh Quảng Ninh,
5347/UBND-GD,11/08/2021,"V/v triển khai đề án "" Xây dựng xã hội học tập giai đoạn 2021 - 2030 """,UBND tỉnh Quảng Ninh,
5350/UBND-DL1,11/08/2021,"V/v Chuẩn bị cơ sở cách ly tập trung phòng, chống dịch COVID - 19",UBND tỉnh Quảng Ninh,
2434/QĐ- UBND,11/08/2021,Phê duyệt danh sách các trường hợp ngừng áp dụng biện pháp cách ly y tế tập trung và tiếp tục thực hiện cách ly tại nhà 14 ngày,UBND Huyện Vân Đồn,
5351/UBND-DL1,11/08/2021,V/v Xét nghiệm sàng lọc đối với mọi người có biểu hiện dịch tễ liên quan đến COVID - 19,UBND tỉnh Quảng Ninh,
2092/UBND-TNMT,11/08/2021,"Công văn về việc đăng ký nhu cầu và cung cấp hồ sợ, dự án, công trình để lập kế hoạch sử dụng đất năm 2022",UBND Huyện Hải Hà,
148/KH-UBND,11/08/2021,"KH thực hiện Đề án trồng một tỷ cây xanh của Thủ tướng Chính phủ trên địa bàn tỉnh QN, giai đoạn 2021 - 2025",UBND tỉnh Quảng Ninh,
2254/KH- UBND,11/08/2021,"Tiếp tục cải thiện, nâng cao chất lượng chỉ số cải cách hành chính (PAR, INDEX) huyện Vân Đồn năm 2021 và những năm tiếp theo",UBND Huyện Vân Đồn,
2250/UBND- VP,11/08/2021,Về việc đẩy mạnh triển khai quét mã QR tại các địa điểm công cộng trên địa bàn huyện,UBND Huyện Vân Đồn,
2252/UBND- VP,11/08/2021,Về việc tăng cường công tác phòng chống dịch Covid- 19 trên địa bàn huyện,UBND Huyện Vân Đồn,
2243/UBND- CA,11/08/2021,Về việc tạm dừng tổ chức Hội thao kỹ thuật nghiệp vụ chữa cháy năm 2021,UBND Huyện Vân Đồn,
2428/QĐ- UBND,11/08/2021,Về việc thành lập tổ khảo sát xây dựng giá tối thiểu cho thuê mặt bằng bao gồm cơ sở hạ tầng/không bao gồm cơ sở hạ tầng trên địa bàn huyện Vân Đồn,UBND Huyện Vân Đồn,
479/BC- UBND,11/08/2021,Tình hình dịch bệnh covid- 19 và công tác phòng chống ngày 11/8/2021,UBND Huyện Vân Đồn,
2424/QĐ- UBND,11/08/2021,Về việc giao chỉ tiêu số lượng người làm việc đối với các đơn vị trường học thuộc phòng Giáo dục và Đào tạo năm học 2021 - 2022,UBND Huyện Vân Đồn,
2259/UBND- KTHT,11/08/2021,"Về việc thỏa thuận nhiệm vụ và đồ án điều chỉnh quy hoạch chi tiết xây dựng tỷ lệ 1/500 khu công viên cây xanh cảnh quan, dịch vụ cây cảnh tại xã Đông Xá",UBND Huyện Vân Đồn,
2672/QĐ-UBND,11/08/2021,"V/v đính chính thời gian giao đất tại Quyết định số 4389/QĐ - UBND ngày 17/10/2019 của UBND tỉnh "" về việc điều chỉnh cơ cấu sử dụng đất, mục đích sử dụng đất cho Công ty TNHH 1 TV du lịch Mai Quyền để thực hiện dự án đầu tư kinh doanh hạ tầng khu đô thị mới Ao Tiên huyện Vân Đồn tại xã Hạ Long huyện Vân Đồn tỉnh QN",UBND tỉnh Quảng Ninh,
2663/QĐ-UBND,11/08/2021,"Ban hành quy trình vận hành hồ chứa nước Đập Làng, xã Tràng An, thị xã Đông triều tỉnh Quảng Ninh",UBND tỉnh Quảng Ninh,
2664/QĐ-UBND,11/08/2021,"V/v Ban hành quy trình vận hành hồ chứa nước Trại Lốc 2, xã An sinh thị xã Đông Triều tỉnh Quảng Ninh",UBND tỉnh Quảng Ninh,
2665/QĐ-UBND,11/08/2021,"V/v Ban hành quy trình vận hành hồ chứa nước Trại Lốc 1, xã An Sinh, thị xã Đông Triều tỉnh Quảng Ninh",UBND tỉnh Quảng Ninh,
2666/QĐ-UBND,11/08/2021,"V/v Ban hành quy trình vận hành hồ chứa nước Nhà Bò, xã Tràng An, thị xã Đông Triều tỉnh Quảng Ninh",UBND tỉnh Quảng Ninh,
119/TB-UBND,11/08/2021,Thông báo Tuyển dụng công chức tỉnh Quảng Ninh năm 2021,UBND tỉnh Quảng Ninh,
150/KH-UBND,11/08/2021,KH Phát triển công nghiệp sinh học ngành Nông nghiệp trên địa bàn tỉnh Quảng Ninh giai đoạn 2021 - 2025 và tầm nhìn đến năm 2030,UBND tỉnh Quảng Ninh,
151/KH-UBND,11/08/2021,"KH Tuyển dụng công chức vào làm việc trong các cơ quan hành chính tỉnh QN năm 2021 (sửa đổi, bổ sung Kế hoạch số 97/KH-UBND ngày 29/4/2021 của UBND tỉnh QN)",UBND tỉnh Quảng Ninh,
5346/UBND-PC,11/08/2021,"V/v Tăng cường tuyên truyền, phổ biến pháp luật và xử lý hành vi vi phạm liên quan đến phòng chống dịch COVID - 19",UBND tỉnh Quảng Ninh,
1924/UBND-TCNV,11/08/2021,"Về việc tham gia ý kiến vào dự thảo Báo cáo tình hình, kết quả thực hiện phân cấp, phân quyền vào dự thảo Nghị quyết của Chính phủ về đẩy mạnh phân cấp , phân quyền trong QLNN",UBND Thành phố Uông Bí,
15/NQ-TTHĐND,11/08/2021,"Nghị quyết ban hành Quy chế làm việc của Thường trực Hội đồng nhân dân phường Trưng Vương khóa II, nhiệm kỳ 2021 - 2026",Phường Trưng Vương Thành Phố Uông Bí,
475/BC- UBND,10/08/2021,Về việc người Vân Đồn từ Hà Nội trở về địa phương khai báo không trung thực qua chốt kiểm soát phòng chống dịch Covid - 19 của tỉnh,UBND Huyện Vân Đồn,
476/BC- UBND,10/08/2021,Tổng hợp nhanh tình hình dịch bệnh Covid- 19 và công tác phòng chống ngày 10/08/2021,UBND Huyện Vân Đồn,
2430/QĐ- UBND,10/08/2021,Phê duyệt danh sách trường hợp áp dụng biện pháp cách ly y tế,UBND Huyện Vân Đồn,
5320/UBND-TM6,10/08/2021,"V/v Hỗ trợ giảm giá điện, giảm tiền điện cho các khách hàng sử dụng điện bị ảnh hưởng của dịch COVID - 19",UBND tỉnh Quảng Ninh,
5321/UBND-XD6,10/08/2021,v/v triển khai mô hình trung tâm điều hành thành phố thông minh trên địa bàn thành phố Hạ Long,UBND tỉnh Quảng Ninh,
2648/QĐ-UBND,10/08/2021,"V/v Ban hành quy trình vận hành hồ chứa nước Bến Châu, xã Bình Khê, thị xã Đông triều tỉnh Quảng Ninh",UBND tỉnh Quảng Ninh,
2241/KH- UBND,10/08/2021,Tái cơ cấu ngành Nông nghiệp theo hướng nâng cao giá trị gia tăng và phát triển bền vững trên địa bàn huyện giai đoạn 2021 - 2025,UBND Huyện Vân Đồn,
5326/UBND-NLN3,10/08/2021,V/v Triển khai thực hiện Nghị định số 66/2021/NĐ - CP ngày 06/7/2021 của CP,UBND tỉnh Quảng Ninh,
147/KH-UBND,10/08/2021,"KH Thực hiện Đề án phát triển văn hóa đọc trong cộng đồng giai đoạn 2021 - 2025, định hướng đến năm 2030 trên địa bàn tỉnh QN",UBND tỉnh Quảng Ninh,
2656/QĐ-UBND,10/08/2021,"V/v Công bố danh mục thủ tục hành chinh mới ban hành, thủ tục hành chính sửa đổi, bổ sung, thủ tục hành chính bãi bỏ thuộc phạm vi, chức năng quản lý của Sở Lao động TBXH",UBND tỉnh Quảng Ninh,
2654/QĐ-UBND,10/08/2021,"V/v Thu hồi đất của Công ty Cổ phần thương mại và đầu tư chuyển giao công nghệ Hoài An ( đã được UBND tỉnh giao đất tại Quyết định số 1351/QĐ - UB ngày 05/5/2008 ) cho Công ty TNHH dịch vụ bất động sản Đại Phúc thuê đất theo hình thức thuê đất trả tiền hàng năm để thực hiện dự án xây dựng trường mầm non chất lương cao Đại Phúc tại phường Cẩm Bình, thành phố Cẩm Phả",UBND tỉnh Quảng Ninh,
2649/QĐ-UBND,10/08/2021,"Điều chỉnh kế hoạch thanh tra, kiểm tra doanh nghiệp theo quyết định số 4412/QĐ- UBND ngày 26/11/2020 và quyết định số 4745/QĐ 0 UBND ngày 23/12/ của UBND tỉnh về thanh tra, kiểm tra các doanh nghiệp trên địa bàn tỉnh Qn năm",UBND tỉnh Quảng Ninh,
2969/QĐ-UBND,10/08/2021,"Điều chỉnh kế hoạch thanh tra, kiểm tra doanh nghiệp theo quyết định số 4412/QĐ- UBND và quyết định số 4745/QĐ- UBND UBND tỉnh về thanh tra, kiểm tra các doanh nghiệp trên địa bàn tỉnh Quảng Ninh năm",UBND tỉnh Quảng Ninh,
83/BC-UBND,10/08/2021,"Báo cáo tình hình thực hiện công tác tháng 8, phương hướng nhiệm vụ công tác tháng 9 năm 2021",Phường Trưng Vương Thành Phố Uông Bí,
404-TB/TU,10/08/2021,Thông báo ý kiến chỉ đạo của Thường trực Thành ủy về một số nhiệm vụ trọng tâm tuần thứ 33 năm 2021 (từ ngày 09/8/2021 đến 15/8/2021),Thành ủy Uông Bí,
2569/QĐ-UBND,09/08/2021,"V/v Phê chuẩn kết quả bầu bổ sung chức vụ Chủ tịch UBND thành phố Uông Bí, nhiệm kỳ 2021 - 2026",UBND tỉnh Quảng Ninh,
18- BC/BCĐ,09/08/2021,"Tổng hợp nhanh tình hình phòng, chống dịch bệnh Covid- 19 trên địa bàn huyện Vân Đồn",UBND Huyện Vân Đồn,
03/TB- BTHHCCKĐBB,09/08/2021,Ý kiến chỉ đạo của Ban thực hiện cưỡng chế kiểm đếm bắt buộc về việc tổ chức cưỡng chế thực Quyết định kiểm đếm bắt buộc đối với hộ Ông Nguyễn Tuấn Khanh,UBND Huyện Vân Đồn,
298/TB- UBND,09/08/2021,Ý kiến chỉ đạo của đồng chí Trương Mạnh Hùng - Chủ tịch UBND huyện tại cuộc hội ý Thường trực UBND huyện ngày 05/8/2021,UBND Huyện Vân Đồn,
2382/QĐ- UBND,09/08/2021,"Về việc phân bổ kinh phí mua sắm trang thiết bị, vật tư, sinh phẩm y tế phục vụ công tác xét nghiệm Covid- 19 và tiêm vaccine diện rộng của huyện Vân Đồn",UBND Huyện Vân Đồn,
2384/QĐ- UBND,09/08/2021,Phê duyệt danh sách trường hợp ngừng áp dụng biện pháp cách ly y tế tập trung và tiếp tục thực hiện cách ly tại nhà 14 ngày,UBND Huyện Vân Đồn,
297/TB- UBND,09/08/2021,Ý kiến chỉ đạo của đồng chí Trương Mạnh Hùng - Chủ tịch UBND huyện tại cuộc họp đánh giá kết quả hoạt động ứng dụng CNTT 6 tháng đầu năm 2021,UBND Huyện Vân Đồn,
2626/QĐ-UBND,09/08/2021,"V,v phê duyệt điều chỉnh, bổ sung kế hoạch sử dụng đất năm 2021 của thị xã Quảng Yên",UBND tỉnh Quảng Ninh,
2634/QĐ-UBND,09/08/2021,"V/v đính chính tọa độ giao đất, điều chỉnh diện tích giao đất ( theo quyết định số 4927QĐ - UBND ngày 08/6/2021 của UBND thành phố Hạ Long về đính chính tọa độ quy hoạch ) cho Công ty Cổ phần đầu tư khách sạn My Way Hạ Long để thực hiện dự án khu hỗn hợp chung cư, văn phòng, trung tâm thương mại và nhà ở kết hợp khu mau sắm tại phường Bạch Đằng thành phố Hạ Long",UBND tỉnh Quảng Ninh,
2568/QĐ-UBND,09/08/2021,"v/v phê chuẩn kết quả miễn nhiệm chức vụ Chủ tịch UBND thành phố Uông Bí, nhiệm kỳ 2021 - 2026",UBND tỉnh Quảng Ninh,
5267/UBND-TH5,09/08/2021,"V/v Thực hiện kế hoạch số 79- KH/TU của Ban thường vụ Tỉnh Ủy về việc quán triệt, triển khai kết luận số 08 -KL/TW của Bộ Chính trị về tuổi bổ nhiệm, giới thiệu cán bộ ứng cử",UBND tỉnh Quảng Ninh,
5305/UBND-GD,09/08/2021,"V,v triển khai Hướng dẫn của Ban Thường vụ Tỉnh Ủy về học tập, sinh hoạt chính trị tư tưởng chuyên đề ' Học tập và làm theo tư tưởng, đạo đức, phong cách HCM """,UBND tỉnh Quảng Ninh,
